id	polarity	polarity_orig	sentence	polex	polex+targets	polex_span	polex+targets_span	target_spans	split
goog13 16 00	positive	positive	Over the last several years , it ' s made several efforts to introduce a Chinese edition of the Play Store , the company ' s app marketplace .	introduce	introduce a Chinese edition of the Play Store	(13, 13)	(13, 20)	[(15, 20)]	train
goog13 17 00	positive	positive	But to do so , it - - or its partners - - would need to agree to censor apps in accordance with the Chinese government ' s preferences .	agree	it - - or its partners - - would need to agree to censor apps in accordance with the Chinese government	(16, 16)	(5, 25)	[(5, 10), (24, 25)]	train
goog13 19 00	positive	positive	Unable to compete on its own terms in China , Google is now taking a different approach , targeting the country ' s growing community of AI developers with a set of open-source tools known as TensorFlow that enable easy deployment of AI .	different approach	Google is now taking a different approach	(15, 16)	(10, 16)	[(10, 10)]	train
goog13 19 01	negative	negative	Unable to compete on its own terms in China , Google is now taking a different approach , targeting the country ' s growing community of AI developers with a set of open-source tools known as TensorFlow that enable easy deployment of AI .	Unable to compete	Unable to compete on its own terms in China , Google	(0, 2)	(0, 10)	[(10, 10)]	train
goog13 19 02	positive	positive	Unable to compete on its own terms in China , Google is now taking a different approach , targeting the country ' s growing community of AI developers with a set of open-source tools known as TensorFlow that enable easy deployment of AI .	growing community of AI developers	Google is now taking a different approach , targeting the country ' s growing community of AI developers	(23, 27)	(10, 27)	[(10, 10)]	train
goog13 21 00	positive	positive	TensorFlow has become a hit globally since being introduced in 2015 , garnering nearly 8 million downloads and attracting companies from Airbus to Dropbox .	introduced	TensorFlow has become a hit globally since being introduced	(8, 8)	(0, 8)	[(0, 0)]	train
goog13 21 01	positive	positive	TensorFlow has become a hit globally since being introduced in 2015 , garnering nearly 8 million downloads and attracting companies from Airbus to Dropbox .	garnering	garnering nearly 8 million downloads	(12, 12)	(12, 16)	[(16, 16)]	train
goog13 22 00	positive	positive	Uptake in China , where the Chinese government has made dominance in AI a national priority , has been just as enthusiastic .	made dominance in AI a national priority	Chinese government has made dominance in AI a national priority	(9, 15)	(6, 15)	[(6, 7)]	train
goog13 22 01	positive	positive	Uptake in China , where the Chinese government has made dominance in AI a national priority , has been just as enthusiastic .	just as enthusiastic	just as enthusiastic	(19, 21)	(19, 21)	[]	train
goog13 24 00	positive	positive	Google ' s reputation as a technology leader certainly helped .	technology leader	Google ' s reputation as a technology leader	(6, 7)	(0, 7)	[(0, 0)]	train
goog13 25 00	positive	positive	But so , too , has Google ' s campaign to cultivate Chinese developers .	campaign	Google ' s campaign	(9, 9)	(6, 9)	[(6, 6)]	train
goog13 26 00	positive	positive	In recent months it ' s held invitation-only briefings in China on TensorFlow designed to attract influential developers .	attract influential developers	TensorFlow designed to attract influential developers	(15, 17)	(12, 17)	[(12, 12)]	train
goog13 27 01	positive	positive	TensorFlow ' s new account on WeChat , the country ' s most popular social media platform , is part of those marketing efforts .	most popular	TensorFlow ' s new account on WeChat , the country ' s most popular	(12, 13)	(0, 13)	[(0, 0)]	train
goog13 28 00	positive	positive	Yet even after those initial victories , Google is unlikely to profit from its AI investments in China .	profit	Google is unlikely to profit	(11, 11)	(7, 11)	[(7, 7)]	train
goog13 28 01	positive	positive	Yet even after those initial victories , Google is unlikely to profit from its AI investments in China .	investments	Google is unlikely to profit from its AI investments	(15, 15)	(7, 15)	[(7, 7), (14, 14)]	train
goog13 32 00	positive	positive	More seriously , the Chinese government is publicly committed to seeing domestic companies dominate the country ' s emerging AI sector .	dominate the country ' s emerging AI sector	domestic companies dominate the country ' s emerging AI sector	(13, 20)	(11, 20)	[(11, 12)]	train
goog13 35 00	positive	positive	China is unlikely to tolerate a U.S . tech giant dominating its AI market - - especially if , like Google , it has a history of challenging Chinese internet policy .	dominating its AI market	dominating its AI market - - especially if , like Google	(10, 13)	(10, 20)	[(20, 20)]	train
goog13 40 00	negative	negative	Just because its commercial prospects are cloudy does n't mean that Google should avoid China .	commercial prospects are cloudy	commercial prospects are cloudy does n't mean that Google	(3, 6)	(3, 11)	[(11, 11)]	train
goog13 41 00	positive	positive	Massive government support for AI ensures that the country will be spinning off AI talent for years , and Google is smart to set up a research lab to attract the best researchers .	attract the best researchers	Google is smart to set up a research lab to attract the best researchers	(29, 32)	(19, 32)	[(19, 19)]	train
goog13 43 00	positive	positive	If the company ca n't make money on the mainland , perhaps China can at least help bolster its bottom line in the rest of the world .	make money on the mainland	make money on the mainland	(5, 9)	(5, 9)	[]	train
goog13 43 01	positive	positive	If the company ca n't make money on the mainland , perhaps China can at least help bolster its bottom line in the rest of the world .	help bolster its bottom line	help bolster its bottom line	(16, 20)	(16, 20)	[]	train
gs00 00 00	positive	positive	Goldman flexes its lending muscles	flexes its lending muscles	Goldman flexes its lending muscles	(1, 4)	(0, 4)	[(0, 0)]	dev
gs00 01 00	negative	negative	Banks with large balance sheets and a penchant for lending cash to companies chasing deals have a new competitor in town : Goldman Sachs .	competitor	Banks with large balance sheets and a penchant for lending cash to companies chasing deals have a new competitor in town : Goldman Sachs	(18, 18)	(0, 23)	[(22, 23), (0, 14)]	dev
gs00 02 00	positive	positive	The US investment bank - - led by Lloyd Blankfein above and best known for its advisory work on M & A and equity deals - - is making a big push into risky-loan sales as well as investment grade lending as it seeks to diversify its revenue stream .	known	The US investment bank - - led by Lloyd Blankfein above and best known	(13, 13)	(0, 13)	[(0, 3)]	dev
gs00 02 01	positive	positive	The US investment bank - - led by Lloyd Blankfein above and best known for its advisory work on M & A and equity deals - - is making a big push into risky-loan sales as well as investment grade lending as it seeks to diversify its revenue stream .	sales	The US investment bank - - led by Lloyd Blankfein above and best known for its advisory work on M & A and equity deals - - is making a big push into risky-loan sales	(34, 34)	(0, 34)	[(33, 34), (0, 3)]	dev
gs00 02 02	positive	positive	The US investment bank - - led by Lloyd Blankfein above and best known for its advisory work on M & A and equity deals - - is making a big push into risky-loan sales as well as investment grade lending as it seeks to diversify its revenue stream .	lending	The US investment bank - - led by Lloyd Blankfein above and best known for its advisory work on M & A and equity deals - - is making a big push into risky-loan sales as well as investment grade lending	(40, 40)	(0, 40)	[(38, 40), (0, 3)]	dev
gs00 02 03	positive	positive	The US investment bank - - led by Lloyd Blankfein above and best known for its advisory work on M & A and equity deals - - is making a big push into risky-loan sales as well as investment grade lending as it seeks to diversify its revenue stream .	diversify its revenue stream	diversify its revenue stream	(45, 48)	(45, 48)	[]	dev
gs00 03 00	positive	positive	Goldman is now the fifth-largest leverage lender in America , according to Dealogic .	fifth-largest	Goldman is now the fifth-largest leverage lender	(4, 4)	(0, 6)	[(5, 6), (0, 0)]	dev
gs00 04 00	negative	negative	Back in 2009 , it ranked 14th .	ranked	ranked	(5, 5)	(5, 5)	[]	dev
gs00 05 00	positive	positive	So far this year , the group has lent nearly $ 40bn to 168 companies - - that ' s $ 3bn more than all of 2015 .	lent	the group has lent nearly $ 40bn to 168 companies	(8, 8)	(5, 14)	[(12, 14), (5, 6)]	dev
gs00 06 00	positive	positive	In investment grade lending rankings , Goldman has also jumped into fifth place from 10th last year .	jumped	In investment grade lending rankings , Goldman has also jumped	(9, 9)	(0, 9)	[(0, 4), (6, 6)]	dev
gs00 07 00	positive	positive	The latest example of Goldman ' s new lending muscle came on Monday as it agreed to commit $ 5.2 bn in debt financing to help Thermo Fisher purchase Dutch drugmaker Patheon NV at an enterprise value of $ 7.2 bn .	agreed	agreed to commit $ 5.2 bn in debt financing to help Thermo Fisher	(15, 15)	(15, 27)	[(26, 27)]	dev
gs00 07 01	positive	positive	The latest example of Goldman ' s new lending muscle came on Monday as it agreed to commit $ 5.2 bn in debt financing to help Thermo Fisher purchase Dutch drugmaker Patheon NV at an enterprise value of $ 7.2 bn .	financing	Goldman ' s new lending muscle came on Monday as it agreed to commit $ 5.2 bn in debt financing to help Thermo Fisher	(23, 23)	(4, 27)	[(4, 4), (26, 27)]	dev
gs00 07 02	positive	positive	The latest example of Goldman ' s new lending muscle came on Monday as it agreed to commit $ 5.2 bn in debt financing to help Thermo Fisher purchase Dutch drugmaker Patheon NV at an enterprise value of $ 7.2 bn .	purchase	Thermo Fisher purchase Dutch drugmaker Patheon NV	(28, 28)	(26, 32)	[(26, 27), (29, 32)]	dev
gs00 07 03	positive	positive	The latest example of Goldman ' s new lending muscle came on Monday as it agreed to commit $ 5.2 bn in debt financing to help Thermo Fisher purchase Dutch drugmaker Patheon NV at an enterprise value of $ 7.2 bn .	lending muscle	Goldman ' s new lending muscle	(8, 9)	(4, 9)	[(4, 4)]	dev
gs00 08 00	positive	positive	The press release noted debt financing would come from Goldman Sachs Bank USA and Goldman Sachs Lending Partners LLC .	financing	financing would come from Goldman Sachs Bank USA and Goldman Sachs Lending Partners LLC	(5, 5)	(5, 18)	[(9, 18)]	dev
gs00 09 00	positive	positive	The bank also provided M & A advice to Thermo Fisher .	provided	The bank also provided M & A advice	(3, 3)	(0, 7)	[(0, 1), (4, 7)]	dev
gs00 10 00	positive	positive	Historically , Goldman has preferred its status as ` ` the sellside ' ' adviser of choice on M & A deals , creating a loyal base of clients after helping them fend off unwanted bidders or negotiating hefty premiums .	status	Goldman has preferred its status	(6, 6)	(2, 6)	[(2, 2)]	dev
gs00 10 01	positive	positive	Historically , Goldman has preferred its status as ` ` the sellside ' ' adviser of choice on M & A deals , creating a loyal base of clients after helping them fend off unwanted bidders or negotiating hefty premiums .	base	Goldman has preferred its status as ` ` the sellside ' ' adviser of choice on M & A deals , creating a loyal base	(26, 26)	(2, 26)	[(2, 2)]	dev
gs00 10 02	positive	positive	Historically , Goldman has preferred its status as ` ` the sellside ' ' adviser of choice on M & A deals , creating a loyal base of clients after helping them fend off unwanted bidders or negotiating hefty premiums .	helping	Goldman has preferred its status as ` ` the sellside ' ' adviser of choice on M & A deals , creating a loyal base of clients after helping them fend off unwanted bidders or negotiating hefty premiums	(30, 30)	(2, 39)	[(32, 39), (2, 2)]	dev
gs00 11 00	positive	positive	The shift for Goldman comes as revenues in the advisory business have been growing at a slower pace and as boutique investment banks continue to take an ever bigger bite out of the deal advisory pie .	shift	shift for Goldman comes as revenues in the advisory business	(1, 1)	(1, 10)	[(7, 10), (3, 3)]	dev
gs00 11 01	negative	negative	The shift for Goldman comes as revenues in the advisory business have been growing at a slower pace and as boutique investment banks continue to take an ever bigger bite out of the deal advisory pie .	revenues	Goldman comes as revenues in the advisory business	(6, 6)	(3, 10)	[(3, 3), (7, 10)]	dev
gs00 11 02	negative	negative	The shift for Goldman comes as revenues in the advisory business have been growing at a slower pace and as boutique investment banks continue to take an ever bigger bite out of the deal advisory pie .	take an ever bigger bite out of	boutique investment banks continue to take an ever bigger bite out of the deal advisory pie	(25, 31)	(20, 35)	[(20, 22), (32, 35)]	dev
gs00 11 03	negative	negative	The shift for Goldman comes as revenues in the advisory business have been growing at a slower pace and as boutique investment banks continue to take an ever bigger bite out of the deal advisory pie .	growing at a slower pace	Goldman comes as revenues in the advisory business have been growing at a slower pace	(13, 17)	(3, 17)	[(3, 3)]	dev
gs00 12 00	positive	positive	Just last week , the bank announced that it was promoting Marc Nachmann , head of its global financing group , who will become one of its three investment banking co-heads .	promoting	the bank announced that it was promoting Marc Nachmann	(10, 10)	(4, 12)	[(11, 12), (4, 5)]	dev
gs00 12 01	positive	positive	Just last week , the bank announced that it was promoting Marc Nachmann , head of its global financing group , who will become one of its three investment banking co-heads .	become one of its three investment banking co-heads	Marc Nachmann , head of its global financing group , who will become one of its three investment banking co-heads	(23, 30)	(11, 30)	[(11, 12)]	dev
gs00 13 00	positive	positive	Nachmann , a German national , is relocating from New York to London - - perhaps a sign that the bank is looking to be more aggressive in lending on deals in Europe .	aggressive	the bank is looking to be more aggressive in lending	(26, 26)	(19, 28)	[(19, 20), (27, 28)]	dev
gs01 00 00	negative	negative	Goldman Sachs under fire for Venezuela bond deal that critics say backs the embattled government	under fire	Goldman Sachs under fire	(2, 3)	(0, 3)	[(0, 1)]	train
gs01 00 01	negative	negative	Goldman Sachs under fire for Venezuela bond deal that critics say backs the embattled government	deal	Venezuela bond deal	(7, 7)	(5, 7)	[(5, 5)]	train
gs01 00 02	negative	negative	Goldman Sachs under fire for Venezuela bond deal that critics say backs the embattled government	backs the embattled government	Goldman Sachs under fire for Venezuela bond deal that critics say backs the embattled government	(11, 14)	(0, 14)	[(0, 1)]	train
gs01 01 00	negative	negative	- Opposition ' s Borges : ` I intend to recommend any future democratic government of Venezuela not recognize or pay these bonds '	recommend	recommend	(10, 10)	(10, 10)	[]	train
gs01 02 00	negative	negative	- Reuters Protesters demonstrate outside of Goldman Sachs headquarters after the company purchased Venezuelan bonds .	demonstrate	demonstrate outside of Goldman Sachs	(3, 3)	(3, 7)	[(6, 7)]	train
gs01 02 01	negative	negative	- Reuters Protesters demonstrate outside of Goldman Sachs headquarters after the company purchased Venezuelan bonds .	purchased	the company purchased	(12, 12)	(10, 12)	[(10, 11)]	train
gs01 03 00	negative	negative	Goldman Sachs Group Inc . is on the defensive after it bought Venezuela ' s state oil-company bonds held by the central bank there in a transaction the government ' s opposition argues is a lifeline to embattled President Nicolas Maduro ' s controversial administration .	defensive	Goldman Sachs Group Inc . is on the defensive	(8, 8)	(0, 8)	[(0, 3)]	train
gs01 03 01	negative	negative	Goldman Sachs Group Inc . is on the defensive after it bought Venezuela ' s state oil-company bonds held by the central bank there in a transaction the government ' s opposition argues is a lifeline to embattled President Nicolas Maduro ' s controversial administration .	bought	Goldman Sachs Group Inc . is on the defensive after it bought Venezuela	(11, 11)	(0, 12)	[(0, 3), (12, 12)]	train
gs01 03 02	negative	negative	Goldman Sachs Group Inc . is on the defensive after it bought Venezuela ' s state oil-company bonds held by the central bank there in a transaction the government ' s opposition argues is a lifeline to embattled President Nicolas Maduro ' s controversial administration .	transaction	transaction	(26, 26)	(26, 26)	[]	train
gs01 03 03	negative	negative	Goldman Sachs Group Inc . is on the defensive after it bought Venezuela ' s state oil-company bonds held by the central bank there in a transaction the government ' s opposition argues is a lifeline to embattled President Nicolas Maduro ' s controversial administration .	lifeline	lifeline to embattled President Nicolas Maduro ' s controversial administration	(35, 35)	(35, 44)	[(36, 44)]	train
gs01 04 00	negative	negative	Goldman ' s purchase of $ 2.8 billion in bonds , first reported by the Wall Street Journal on Sunday , comes as Maduro ' s detractors , which control the congress , have pleaded with international financial institutions to avoid transactions that might help a government accused of human-rights abuses in a country hobbled by poverty .	purchase	Goldman ' s purchase	(3, 3)	(0, 3)	[(0, 0)]	train
gs01 04 01	negative	negative	Goldman ' s purchase of $ 2.8 billion in bonds , first reported by the Wall Street Journal on Sunday , comes as Maduro ' s detractors , which control the congress , have pleaded with international financial institutions to avoid transactions that might help a government accused of human-rights abuses in a country hobbled by poverty .	accused of human-rights abuses	Goldman ' s purchase of $ 2.8 billion in bonds , first reported by the Wall Street Journal on Sunday , comes as Maduro ' s detractors , which control the congress , have pleaded with international financial institutions to avoid transactions that might help a government accused of human-rights abuses	(47, 50)	(0, 50)	[(0, 0)]	train
gs01 05 00	negative	negative	Protestors gathered outside the investment bank ' s New York headquarters on Tuesday in reaction to the transaction .	Protestors	Protestors gathered outside the investment bank	(0, 0)	(0, 5)	[(3, 5)]	train
gs01 06 00	negative	negative	But the bank ' s investors may have their own beef .	have their own beef	have their own beef	(7, 10)	(7, 10)	[]	train
gs01 07 00	negative	negative	The opposition government has threatened that a successor government could forgo paying the debt .	forgo paying the debt	forgo paying the debt	(10, 13)	(10, 13)	[]	train
gs01 08 00	negative	negative	` ` It is apparent Goldman Sachs decided to make a quick buck off the suffering of the Venezuelan people , ' ' Julio Borges , the leader in the opposition-controlled National Assembly , said in a public letter to the New York bank ' s chief executive , Lloyd Blankfein , reported by the Wall Street Journal .	make	Goldman Sachs decided to make	(9, 9)	(5, 9)	[(5, 6)]	train
gs01 09 00	positive	positive	` ` I also intend to recommend any future democratic government of Venezuela not recognize or pay these bonds , ' ' the letter said .	recognize or pay these bonds	recognize or pay these bonds	(14, 18)	(14, 18)	[]	train
gs01 10 00	negative	negative	Goldman Sach ' s asset-management division last week paid about $ 865 million for $ 2.8 billion worth of bonds - - that equates to 31 cents on the dollar - - issued by state oil company Petroleos de Venezuela SA in 2014 and due to mature in 2022 , according to people familiar with the transaction .	paid	Goldman Sach ' s asset-management division last week paid about $ 865 million for $ 2.8 billion worth of bonds - - that equates to 31 cents on the dollar - - issued by state oil company Petroleos de Venezuela SA	(8, 8)	(0, 40)	[(0, 5), (34, 40)]	train
gs01 10 01	negative	negative	Goldman Sach ' s asset-management division last week paid about $ 865 million for $ 2.8 billion worth of bonds - - that equates to 31 cents on the dollar - - issued by state oil company Petroleos de Venezuela SA in 2014 and due to mature in 2022 , according to people familiar with the transaction .	issued	issued by state oil company Petroleos de Venezuela SA	(32, 32)	(32, 40)	[(34, 40)]	train
gs01 11 00	positive	positive	If the bonds do not default , Goldman Sachs stands to reap a whopping 40 % annual yield , which could quiet its investors .	reap	Goldman Sachs stands to reap	(11, 11)	(7, 11)	[(7, 8)]	train
gs01 12 00	positive	positive	In comparison , the J.P . Morgan Emerging Markets Bond Index EMB has gained 4.93 % in the last five years .	gained	J.P . Morgan Emerging Markets Bond Index EMB has gained	(13, 13)	(4, 13)	[(4, 11)]	train
gs01 14 00	positive	positive	They have very high yields and the government has shown an extraordinary willingness to pay , even if their cash is tight .	pay	pay	(14, 14)	(14, 14)	[]	train
gs01 14 01	negative	negative	They have very high yields and the government has shown an extraordinary willingness to pay , even if their cash is tight .	cash is tight	cash is tight	(19, 21)	(19, 21)	[]	train
gs01 16 00	negative	negative	In the parlance of money managers specializing in risky bonds , investors are betting on the ` ` pull-to-par ' ' trade as the once-discounted bond reaches its face value when it approaches the date of maturity .	betting	investors are betting on the ` ` pull-to-par ' ' trade	(13, 13)	(11, 21)	[(11, 11), (14, 21)]	train
gs01 17 00	positive	positive	Yet for all the potentially rich rewards , the risks may be just as staggering .	rich rewards	rich rewards	(5, 6)	(5, 6)	[]	train
gs01 17 01	negative	negative	Yet for all the potentially rich rewards , the risks may be just as staggering .	risks may be just as staggering	risks may be just as staggering	(9, 14)	(9, 14)	[]	train
gs01 18 00	negative	negative	The country ' s well for repaying debt is drying up .	repaying debt is drying up	repaying debt is drying up	(6, 10)	(6, 10)	[]	train
gs01 19 00	negative	negative	Plummeting oil prices CLN7 have whittled down Venezuela ' s foreign exchange reserves to $ 10 billion , taking away a key contributor to its balance sheet .	Plummeting	Plummeting oil	(0, 0)	(0, 1)	[(1, 1)]	train
gs01 20 00	negative	negative	Oil sales represent 95 % of the country ' s export revenues , but output has shrunk to 2 million barrels a day according to industry estimates , the lowest in around 14 years .	shrunk	shrunk	(16, 16)	(16, 16)	[]	train
gs01 23 00	negative	negative	For instance , the time remaining to maturity on the most widely traded Venezuelan PDVSA bond is just a few months , as it was issued in 2010 and is slated to mature in November 2017 , according to MarketAxess data .	issued	issued	(25, 25)	(25, 25)	[]	train
gs01 24 00	positive	positive	Part of the explanation for Goldman ' s move is it may be banking on a change of leadership more open to economic reforms that could ensure the means to pay debt , and buoy bond prices .	banking	Goldman ' s move is it may be banking	(13, 13)	(5, 13)	[(5, 5)]	train
gs01 25 00	negative	negative	But if a newly elected government reneges on its debt obligations , as Borges has threatened to do , the trade could go awry .	reneges	a newly elected government reneges	(6, 6)	(2, 6)	[(2, 5)]	train
gs01 25 01	negative	negative	But if a newly elected government reneges on its debt obligations , as Borges has threatened to do , the trade could go awry .	go awry	go awry	(22, 23)	(22, 23)	[]	train
gs01 26 00	positive	positive	` ` We agree that life there has to get better , and we made the investment in part because we believe it will , ' ' Goldman Sachs said in a statement to the Wall Street Journal .	investment	investment in part because we believe it will , ' ' Goldman Sachs	(16, 16)	(16, 28)	[(27, 28)]	train
gs01 26 01	positive	positive	` ` We agree that life there has to get better , and we made the investment in part because we believe it will , ' ' Goldman Sachs said in a statement to the Wall Street Journal .	has to get better	has to get better , and we made the investment in part because we believe it will , ' ' Goldman Sachs	(7, 10)	(7, 28)	[(27, 28)]	train
gs02 00 00	positive	positive	Dow ' s late-afternoon surge into record territory powered by Goldman , UnitedHealth	surge	Dow ' s late-afternoon surge	(4, 4)	(0, 4)	[(0, 0)]	train
gs02 01 00	positive	positive	The Dow Jones Industrial Average jumped on Thursday to record territory , fueled by a rebound in shares of Goldman Sachs , Wednesday ' s worst performer , and a rally in UnitedHealth .	jumped	The Dow Jones Industrial Average jumped	(5, 5)	(0, 5)	[(0, 4)]	train
gs02 01 01	positive	positive	The Dow Jones Industrial Average jumped on Thursday to record territory , fueled by a rebound in shares of Goldman Sachs , Wednesday ' s worst performer , and a rally in UnitedHealth .	rebound	rebound in shares of Goldman Sachs	(15, 15)	(15, 20)	[(16, 20)]	train
gs02 01 02	positive	positive	The Dow Jones Industrial Average jumped on Thursday to record territory , fueled by a rebound in shares of Goldman Sachs , Wednesday ' s worst performer , and a rally in UnitedHealth .	rally	rally in UnitedHealth	(30, 30)	(30, 32)	[(31, 32)]	train
gs02 01 03	negative	negative	The Dow Jones Industrial Average jumped on Thursday to record territory , fueled by a rebound in shares of Goldman Sachs , Wednesday ' s worst performer , and a rally in UnitedHealth .	worst performer	in shares of Goldman Sachs , Wednesday ' s worst performer	(25, 26)	(16, 26)	[(16, 20)]	train
gs02 02 00	positive	positive	The Dow components combined to contribute more than 50 points to the blue-chip ' s 110 - point rally .	contribute	contribute	(5, 5)	(5, 5)	[]	train
gs02 02 01	positive	positive	The Dow components combined to contribute more than 50 points to the blue-chip ' s 110 - point rally .	rally .	rally .	(18, 19)	(18, 19)	[]	train
gs02 03 01	positive	positive	For Goldman Sachs Group Inc . the rise marks a comeback for shares that logged Wednesday ' s worst performance , among the Dow components , cutting 50 points from the benchmark , and pushing the investment bank ' s stock to a six-month low , amid worries about ultralow bond yields and fretting about a slump in second-quarter trading activity , following warnings from a pair of bank executives .	comeback	Goldman Sachs Group Inc . the rise marks a comeback	(10, 10)	(1, 10)	[(1, 4)]	train
gs02 03 02	negative	negative	For Goldman Sachs Group Inc . the rise marks a comeback for shares that logged Wednesday ' s worst performance , among the Dow components , cutting 50 points from the benchmark , and pushing the investment bank ' s stock to a six-month low , amid worries about ultralow bond yields and fretting about a slump in second-quarter trading activity , following warnings from a pair of bank executives .	performance	performance , among the Dow components	(19, 19)	(19, 24)	[(21, 24)]	train
gs02 03 03	negative	negative	For Goldman Sachs Group Inc . the rise marks a comeback for shares that logged Wednesday ' s worst performance , among the Dow components , cutting 50 points from the benchmark , and pushing the investment bank ' s stock to a six-month low , amid worries about ultralow bond yields and fretting about a slump in second-quarter trading activity , following warnings from a pair of bank executives .	pushing	pushing the investment bank ' s stock	(34, 34)	(34, 40)	[(35, 40)]	train
gs02 03 04	negative	negative	For Goldman Sachs Group Inc . the rise marks a comeback for shares that logged Wednesday ' s worst performance , among the Dow components , cutting 50 points from the benchmark , and pushing the investment bank ' s stock to a six-month low , amid worries about ultralow bond yields and fretting about a slump in second-quarter trading activity , following warnings from a pair of bank executives .	worries	worries	(47, 47)	(47, 47)	[]	train
gs02 03 05	negative	negative	For Goldman Sachs Group Inc . the rise marks a comeback for shares that logged Wednesday ' s worst performance , among the Dow components , cutting 50 points from the benchmark , and pushing the investment bank ' s stock to a six-month low , amid worries about ultralow bond yields and fretting about a slump in second-quarter trading activity , following warnings from a pair of bank executives .	fretting	fretting	(53, 53)	(53, 53)	[]	train
gs02 03 06	negative	negative	For Goldman Sachs Group Inc . the rise marks a comeback for shares that logged Wednesday ' s worst performance , among the Dow components , cutting 50 points from the benchmark , and pushing the investment bank ' s stock to a six-month low , amid worries about ultralow bond yields and fretting about a slump in second-quarter trading activity , following warnings from a pair of bank executives .	cutting 50 points	Goldman Sachs Group Inc . the rise marks a comeback for shares that logged Wednesday ' s worst performance , among the Dow components , cutting 50 points	(26, 28)	(1, 28)	[(1, 4)]	train
gs02 04 00	positive	positive	On Thursday , Goldman was adding 27 points , while UnitedHealth Group Inc . .	adding	Goldman was adding	(5, 5)	(3, 5)	[(3, 3)]	train
gs02 05 00	positive	positive	UNH was contributing about the same amount to the Dow ' s clamber higher .	contributing	UNH was contributing	(2, 2)	(0, 2)	[(0, 0)]	train
gs02 05 01	positive	positive	UNH was contributing about the same amount to the Dow ' s clamber higher .	clamber higher	UNH was contributing about the same amount to the Dow ' s clamber higher	(12, 13)	(0, 13)	[(0, 0)]	train
gs02 06 00	positive	positive	Overall , the stock market was getting a boost from an upbeat private-sector employment rate , ADP , which may augur well for the Labor Department ' s closely watched nonfarm-payrolls report due Friday .	boost	the stock market was getting a boost	(8, 8)	(2, 8)	[(2, 4)]	train
gs02 07 00	positive	positive	The Dow ' s advance also comes as the S & P 500 index and the Nasdaq Composite Index ( COMP ) touched fresh intraday records .	records	S & P 500 index and the Nasdaq Composite Index ( COMP ) touched fresh intraday records	(25, 25)	(9, 25)	[(9, 21)]	train
gs02 08 00	positive	positive	For its part , the Dow was on pace to close above its own closing high , up 0.5 % at 21,120 , which would mark its first record finish since March 1 .	close	the Dow was on pace to close	(10, 10)	(4, 10)	[(4, 5)]	train
gs02 08 01	positive	positive	For its part , the Dow was on pace to close above its own closing high , up 0.5 % at 21,120 , which would mark its first record finish since March 1 .	mark its first record finish	the Dow was on pace to close above its own closing high , up 0.5 % at 21,120 , which would mark its first record finish	(25, 29)	(4, 29)	[(4, 5)]	train
gs03 00 00	positive	positive	Goldman Sachs Continues Retail Banking Push With Higher Savings Rate Offer	Push	Goldman Sachs Continues Retail Banking Push	(5, 5)	(0, 5)	[(0, 1), (3, 4)]	train
gs03 00 01	positive	positive	Goldman Sachs Continues Retail Banking Push With Higher Savings Rate Offer	Offer	Goldman Sachs Continues Retail Banking Push With Higher Savings Rate Offer	(10, 10)	(0, 10)	[(7, 9), (0, 1)]	train
gs03 01 00	positive	positive	Goldman Sachs picked up the pace of its efforts to grab a larger share of the U.S . deposit market by increasing interest rates offered by its savings accounts from 1.05 % to 1.2 % .	grab a larger share of the U.S . deposit market	Goldman Sachs picked up the pace of its efforts to grab a larger share of the U.S . deposit market	(10, 19)	(0, 19)	[(0, 1), (14, 19)]	train
gs03 01 01	positive	positive	Goldman Sachs picked up the pace of its efforts to grab a larger share of the U.S . deposit market by increasing interest rates offered by its savings accounts from 1.05 % to 1.2 % .	offered	Goldman Sachs picked up the pace of its efforts to grab a larger share of the U.S . deposit market by increasing interest rates offered	(24, 24)	(0, 24)	[(0, 1), (21, 33)]	train
gs03 02 00	positive	positive	While the investment bank ' s push into retail banking services seems unusual , the move makes sense in the long run given the systematic decline in revenues across the securities trading industry since the economic downturn .	push	the investment bank ' s push into retail banking	(6, 6)	(1, 9)	[(1, 3), (7, 9)]	train
gs03 02 02	negative	negative	While the investment bank ' s push into retail banking services seems unusual , the move makes sense in the long run given the systematic decline in revenues across the securities trading industry since the economic downturn .	decline in revenues	decline in revenues across the securities trading industry	(25, 27)	(25, 32)	[(28, 32)]	train
gs03 02 03	negative	negative	While the investment bank ' s push into retail banking services seems unusual , the move makes sense in the long run given the systematic decline in revenues across the securities trading industry since the economic downturn .	economic downturn	economic downturn	(35, 36)	(35, 36)	[]	train
gs03 03 00	positive	positive	Additionally , Goldman ' s retail deposit base also acts as a stable source of relatively low-cost funding for its business model - - and a larger deposit base can help the bank weather a sharp decline in short-term funding options during adverse economic conditions .	funding	Goldman ' s retail deposit base also acts as a stable source of relatively low-cost funding for its business model	(17, 17)	(2, 21)	[(18, 21), (2, 7)]	train
gs03 03 01	negative	negative	Additionally , Goldman ' s retail deposit base also acts as a stable source of relatively low-cost funding for its business model - - and a larger deposit base can help the bank weather a sharp decline in short-term funding options during adverse economic conditions .	decline	the bank weather a sharp decline in short-term funding options	(36, 36)	(31, 40)	[(38, 40), (31, 32)]	train
