id	polarity	polarity_all	clause_text	orig_sentence_text	split
nem05_gil_s02_c00	positive	['positive']	On Wednesday the Greenwood Village , Colorado-based company said it produced 5.3 million ounces of gold last year	On Wednesday , the Greenwood Village , Colorado-based company said it produced 5.3 million ounces of gold last year , essentially tying the output of Toronto-based Barrick , which last week reported 5.32 million ounces .	test
nem05_gil_s02_c01	positive	['positive']	Toronto-based Barrick last week reported 5.32 million ounces	On Wednesday , the Greenwood Village , Colorado-based company said it produced 5.3 million ounces of gold last year , essentially tying the output of Toronto-based Barrick , which last week reported 5.32 million ounces .	test
nem05_gil_s03_c00	neutral	['neutral', 'neutral', 'negative', 'positive', 'negative', 'positive']	that ' s enough for it to squeak ahead of Barrick	Whether that ' s enough for it to squeak ahead of Barrick depends on the rounding .	test
nem05_gil_s03_c01	none	[]	that ' depends on the rounding	Whether that ' s enough for it to squeak ahead of Barrick depends on the rounding .	test
nem05_gil_s04_c00	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'neutral']	the company posts fourth-quarter earnings and updates	A spokesman for Newmont , Omar Jabara , said the more precise number will be given Thursday when the company posts fourth-quarter earnings and updates its production guidance .	test
nem05_gil_s04_c01	none	[]	A spokesman for Newmont , Omar Jabara , said	A spokesman for Newmont , Omar Jabara , said the more precise number will be given Thursday when the company posts fourth-quarter earnings and updates its production guidance .	test
nem05_gil_s04_c02	none	[]	the more precise number will be given Thursday	A spokesman for Newmont , Omar Jabara , said the more precise number will be given Thursday when the company posts fourth-quarter earnings and updates its production guidance .	test
nem05_gil_s05_c00	neutral	['neutral', 'positive', 'negative']	The last year Newmont produced more gold	The last year Newmont produced more gold than Barrick was 2005 .	test
nem05_gil_s05_c01	none	[]	Barrick was 2005	The last year Newmont produced more gold than Barrick was 2005 .	test
nem05_gil_s06_c00	positive	['positive', 'positive', 'positive', 'positive']	In 2006 Barrick vaulted ahead after buying Placer Dome Inc	In 2006 , Barrick vaulted ahead after buying Placer Dome Inc . and has maintained an output lead ever since , although Newmont has moved well ahead by market value .	test
nem05_gil_s06_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	Barrick has maintained an output lead ever since although Newmont has moved well ahead by market value	In 2006 , Barrick vaulted ahead after buying Placer Dome Inc . and has maintained an output lead ever since , although Newmont has moved well ahead by market value .	test
nem05_gil_s07_c00	positive	['positive', 'positive']	Barrick has spoken more about margin improvements and debt-re	Newmont executives have increasingly been talking up the miner ' s growth prospects , a contrast to Barrick , which has spoken more about margin improvements and debt-reduction efforts .	test
nem05_gil_s07_c01	none	[]	Newmont executives have been talking	Newmont executives have increasingly been talking up the miner ' s growth prospects , a contrast to Barrick , which has spoken more about margin improvements and debt-reduction efforts .	test
nem05_gil_s08_c00	positive	['positive', 'positive', 'positive', 'positive']	Newmont doubled the quarterly payout to 14 cents	Newmont has also stressed the need to reward shareholders with higher dividends , and on Tuesday doubled the quarterly payout to 14 cents .	test
nem05_gil_s08_c01	positive	['positive', 'positive', 'positive']	Newmont has also stressed the need to reward shareholders with higher dividends	Newmont has also stressed the need to reward shareholders with higher dividends , and on Tuesday doubled the quarterly payout to 14 cents .	test
nem05_gil_s09_c00	positive	['positive', 'positive', 'positive', 'positive']	Newmont shares outperform	All of this may have helped Newmont shares outperform , widening the value gap between the two companies .	test
nem05_gil_s09_c01	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'positive', 'negative', 'positive', 'negative', 'positive', 'negative', 'positive', 'negative']	All of this may have helped , widening the value gap between the two companies	All of this may have helped Newmont shares outperform , widening the value gap between the two companies .	test
nem05_gil_s10_c00	positive	['positive', 'positive', 'positive', 'positive']	Newmont has added production with nine mine expansions in five years , as well as the purchase of the Cripple Creek & Victor mine in Colorado	Newmont is pursuing greenfield exploration around the world and has added production with nine mine expansions in five years , as well as the purchase of the Cripple Creek & Victor mine in Colorado .	test
nem05_gil_s10_c01	positive	['positive', 'positive', 'positive']	Newmont is pursuing greenfield exploration around the world	Newmont is pursuing greenfield exploration around the world and has added production with nine mine expansions in five years , as well as the purchase of the Cripple Creek & Victor mine in Colorado .	test
nem05_gil_s11_c00	none	[]	Goldberg told investors in December	All told , the company has added more than 2 million ounces of gold production , Goldberg told investors in December .	test
nem05_gil_s11_c01	positive	['positive']	the company has added more than 2 million ounces of gold production Goldberg told	All told , the company has added more than 2 million ounces of gold production , Goldberg told investors in December .	test
nem05_gil_s11_c02	none	[]	All told	All told , the company has added more than 2 million ounces of gold production , Goldberg told investors in December .	test
nem05_gil_s12_c00	none	[]	The midpoint of Newmont ' s current guidance suggests	The midpoint of Newmont ' s current guidance suggests it will produce more gold than Barrick from 2018 to 2022 .	test
nem05_gil_s12_c01	positive	['neutral', 'positive', 'neutral', 'positive', 'negative', 'positive', 'negative']	it will produce more gold than Barrick from 2018 to 2022	The midpoint of Newmont ' s current guidance suggests it will produce more gold than Barrick from 2018 to 2022 .	test
nem06_gil_s00_c00	positive	['positive']	 to Buy	Newmont Mining Is Investors ' Gold Stock to Buy	test
nem06_gil_s00_c01	none	[]	Newmont Mining Is Investors ' Gold Stock	Newmont Mining Is Investors ' Gold Stock to Buy	test
nem06_gil_s01_c00	positive	['positive']	Gold mining stocks are not cheap	Gold mining stocks are not cheap , but if you want to own gold , Newmont Mining Corporation ( NEM ) is a good choice , as it best tracks the performance of Comex gold futures .	test
nem06_gil_s01_c01	positive	['positive', 'positive', 'positive', 'positive']	 cheap , but if you want t d , Newmont Mini Corporation ( NEM ) is a good choice , as it best track	Gold mining stocks are not cheap , but if you want to own gold , Newmont Mining Corporation ( NEM ) is a good choice , as it best tracks the performance of Comex gold futures .	test
nem06_gil_s02_c00	negative	['negative', 'negative']	Newmont and is anemic at 0.77 %	Newmont is not cheap fundamentally , as its P / E ratio is 200.67 , and the dividend yield is anemic at 0.77 % .	test
nem06_gil_s02_c01	negative	['negative', 'negative', 'negative', 'negative', 'negative']	its P / E ratio is 200.67	Newmont is not cheap fundamentally , as its P / E ratio is 200.67 , and the dividend yield is anemic at 0.77 % .	test
nem06_gil_s02_c02	positive	['positive', 'positive', 'negative']	Newmont and is not cheap fundamentally ,	Newmont is not cheap fundamentally , as its P / E ratio is 200.67 , and the dividend yield is anemic at 0.77 % .	test
nem06_gil_s03_c00	none	[]	Investors and is one such choice	Investors should have 10 % of their portfolio invested in gold-related choices , and Newmont is one such choice .	test
nem06_gil_s03_c01	positive	['positive']	Investors and should have 10 % of their portfolio invested in gold-related choices	Investors should have 10 % of their portfolio invested in gold-related choices , and Newmont is one such choice .	test
nem06_gil_s04_c00	positive	['positive', 'positive', 'positive', 'negative']	The stock closed Tuesday at $ 38.39 , up 2.3 % year to date after falling into correction territory at its 2018 low of $ 35.98 on Feb . 9 .	The stock closed Tuesday at $ 38.39 , up 2.3 % year to date after falling into correction territory at its 2018 low of $ 35.98 on Feb . 9 .	test
nem06_gil_s05_c00	positive	['positive', 'positive', 'positive']	Newmont shares are up 6.7 % since then .	Newmont shares are up 6.7 % since then .	test
nem06_gil_s06_c00	positive	['positive', 'neutral', 'positive', 'positive']	The stock is currently 8.7 % below that high	The stock peaked at $ 42.04 on Jan . 24 and is currently 8.7 % below that high .	test
nem06_gil_s06_c01	positive	['positive', 'neutral', 'positive', 'neutral']	The stock peaked at $ 42.04 on Jan . 24	The stock peaked at $ 42.04 on Jan . 24 and is currently 8.7 % below that high .	test
nem06_gil_s07_c00	positive	['positive', 'positive', 'positive']	Newmont Mining to post earnings per share of 40 cents	Analysts expect Newmont Mining to post earnings per share of 40 cents when it reports results before the opening bell on Thursday , Feb . 22 .	test
nem06_gil_s07_c01	neutral	['neutral', 'neutral']	it reports results before the opening bell on Thursday , Feb . 22	Analysts expect Newmont Mining to post earnings per share of 40 cents when it reports results before the opening bell on Thursday , Feb . 22 .	test
nem06_gil_s07_c02	none	[]	Analysts expect	Analysts expect Newmont Mining to post earnings per share of 40 cents when it reports results before the opening bell on Thursday , Feb . 22 .	test
nem06_gil_s08_c00	positive	['positive']	gold production should continue to improve in Africa and North America	Some analysts say that gold production should continue to improve in Africa and North America .	test
nem06_gil_s08_c01	none	[]	Some analysts say	Some analysts say that gold production should continue to improve in Africa and North America .	test
nem06_gil_s09_c00	positive	['positive', 'positive']	 is projected to have year-over-year gains	Meanwhile , copper is another metal mined by Newmont that is projected to have year-over-year gains .	test
nem06_gil_s09_c01	none	[]	Meanwhile , copper is another metal mined by Newmont	Meanwhile , copper is another metal mined by Newmont that is projected to have year-over-year gains .	test
nem06_gil_s10_c00	positive	['neutral', 'neutral', 'neutral', 'positive']	The daily chart for Newmont Mining shows the stock closed at $ 36.44	The daily chart for Newmont Mining shows that it has been above a ' ' golden cross ' ' since Aug . 10 , when the stock closed at $ 36.44 .	test
nem06_gil_s10_c01	positive	['neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	The daily chart for Newmont Mining shows that it has been above a ' ' golden cross ' ' since Aug	The daily chart for Newmont Mining shows that it has been above a ' ' golden cross ' ' since Aug . 10 , when the stock closed at $ 36.44 .	test
nem06_gil_s11_c00	positive	['positive', 'positive', 'positive', 'positive']	higher prices lie ahead	A ` ` golden cross ' ' occurs when the 50 - day simple moving average rises above the 200 - day simple moving average , indicating that higher prices lie ahead .	test
nem06_gil_s11_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	the 50 - day simple moving average rises above the 200 - day simple moving average , indicating	A ` ` golden cross ' ' occurs when the 50 - day simple moving average rises above the 200 - day simple moving average , indicating that higher prices lie ahead .	test
nem06_gil_s11_c02	none	[]	A ` ` golden cross ' ' occurs	A ` ` golden cross ' ' occurs when the 50 - day simple moving average rises above the 200 - day simple moving average , indicating that higher prices lie ahead .	test
nem06_gil_s12_c00	neutral	['neutral', 'neutral']	it held its 200 - day simple moving average of $ 36.20	The horizontal lines show that the stock held its semiannual value level of $ 36.15 , when it held its 200 - day simple moving average of $ 36.20 .	test
nem06_gil_s12_c01	neutral	['neutral', 'neutral', 'neutral', 'neutral']	The horizontal lines show that the stock held its semiannual value level of $ 36.15	The horizontal lines show that the stock held its semiannual value level of $ 36.15 , when it held its 200 - day simple moving average of $ 36.20 .	test
nem06_gil_s13_c00	positive	['positive', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']	The stock is above its 50 - day simple moving average of $ 38.10 , with its monthly risky level at $ 40.76 .	The stock is above its 50 - day simple moving average of $ 38.10 , with its monthly risky level at $ 40.76 .	test
nem06_gil_s14_c00	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']	The weekly chart for Newmont Mining will be negative	The weekly chart for Newmont Mining will be negative if the stock closes Friday just below its five-week modified moving average of $ 38.43 .	test
nem06_gil_s14_c01	negative	['negative', 'negative', 'negative']	the stock closes Friday just below its five-week modified moving average of $ 38.43	The weekly chart for Newmont Mining will be negative if the stock closes Friday just below its five-week modified moving average of $ 38.43 .	test
nem06_gil_s15_c00	negative	['positive', 'negative', 'negative', 'negative', 'negative']	$ 29.06 is also the ` ` reversion to the mean , ' ' last tested during the week of April 15 , 2016 ,	The stock is above its 200 - week simple moving average at $ 29.06 , which is also the ` ` reversion to the mean , ' ' last tested during the week of April 15 , 2016 , when the average was $ 28.91 .	test
nem06_gil_s15_c01	negative	['negative']	the average was $ 28.91	The stock is above its 200 - week simple moving average at $ 29.06 , which is also the ` ` reversion to the mean , ' ' last tested during the week of April 15 , 2016 , when the average was $ 28.91 .	test
nem06_gil_s15_c02	positive	['positive', 'positive', 'positive', 'negative']	The stock is above its 200 - week simple moving average at $ 29.06	The stock is above its 200 - week simple moving average at $ 29.06 , which is also the ` ` reversion to the mean , ' ' last tested during the week of April 15 , 2016 , when the average was $ 28.91 .	test
nem06_gil_s16_c00	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']	The 12 x 3 x 3 weekly slow stochastic reading is projected to end this week at 60.45 , down from 65.88 on Feb . 16 .	The 12 x 3 x 3 weekly slow stochastic reading is projected to end this week at 60.45 , down from 65.88 on Feb . 16 .	test
nem06_gil_s17_c00	negative	['negative', 'negative', 'negative']	investors reduce holdings to my monthly risky level of $ 40.76	Given these charts and analysis , investors should buy Newmont Mining shares on weakness to my semiannual value levels of $ 36.15 and reduce holdings on strength to my monthly risky level of $ 40.76 .	test
nem06_gil_s17_c01	neutral	['positive', 'negative']	investors should buy Newmont Mining shares	Given these charts and analysis , investors should buy Newmont Mining shares on weakness to my semiannual value levels of $ 36.15 and reduce holdings on strength to my monthly risky level of $ 40.76 .	test
nflx00_eli_s00_c00	none	[]	Netflix Headed to 90 Million Users	Netflix Headed to 90 Million Users	train
nflx00_eli_s01_c00	positive	['positive']	The streaming service the stock will add millions of subscribers a year	The streaming service will add millions of subscribers a year and the stock could reach $ 273 by 2020 .	train
nflx00_eli_s01_c01	positive	['positive']	The streaming service the stock could reach $ 273 by 2020	The streaming service will add millions of subscribers a year and the stock could reach $ 273 by 2020 .	train
nflx00_eli_s02_c00	positive	['positive', 'positive']	We are raising our 12 - month price target on Netflix to $ 195 from $ 175 .	We are raising our 12 - month price target on Netflix to $ 195 from $ 175 .	train
nflx00_eli_s03_c00	positive	['positive', 'positive']	We apply the same valuation methodology as previous , shortening our discount period by a half year to a mid - 2018 price target of $ 195 for Netflix ticker : NFLX .	We apply the same valuation methodology as previous , shortening our discount period by a half year to a mid - 2018 price target of $ 195 for Netflix ticker : NFLX .	train
nflx00_eli_s04_c00	positive	['positive', 'neutral', 'neutral']	This is 22.5 times our 2021 earnings-per-share estimate , implying the same $ 273 stock price in 2020 .	This is 22.5 times our 2021 earnings-per-share estimate , implying the same $ 273 stock price in 2020 .	train
nflx00_eli_s05_c00	neutral	['neutral', 'neutral']	Our 2021 scenario reflects 66 million U.S . subscribers and $ 115 million international .	Our 2021 scenario reflects 66 million U.S . subscribers and $ 115 million international .	train
nflx00_eli_s06_c00	positive	['positive', 'positive', 'positive', 'positive']	We think that Netflix will continue to reinforce its broad marke	We think that Netflix will continue to reinforce its broad market appeal and expand its content budget as it scales users and eventually achieves the high-end of its U.S . adoption target .	train
nflx00_eli_s06_c01	none	[]	peal and expand	We think that Netflix will continue to reinforce its broad market appeal and expand its content budget as it scales users and eventually achieves the high-end of its U.S . adoption target .	train
nflx00_eli_s07_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive']	this mass appeal will also apply globally into hundreds of millions of homes	We think this mass appeal will also apply globally into hundreds of millions of homes .	train
nflx00_eli_s07_c01	none	[]	We think	We think this mass appeal will also apply globally into hundreds of millions of homes .	train
nflx00_eli_s08_c00	positive	['positive', 'positive']	In our scenario analysis , 90 million U.S . and 250 million international subscribers could support a $ 21 billion content budget , $ 5 billion in tech and network operations spending and produce $ 30 per share in earnings power .	In our scenario analysis , 90 million U.S . and 250 million international subscribers could support a $ 21 billion content budget , $ 5 billion in tech and network operations spending and produce $ 30 per share in earnings power .	train
nflx00_eli_s09_c00	none	[]	The company ' s long-held view of 60 million - 90 million U.S . subscribers looked preposterous to most investors only a few years ago .	The company ' s long-held view of 60 million - 90 million U.S . subscribers looked preposterous to most investors only a few years ago .	train
nflx00_eli_s10_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	the range will more than likely be met	After exceeding 50 million last quarter , most investors now realize the range will more than likely be met .	train
nflx00_eli_s10_c01	positive	['positive']	After exceeding 50 million last quarter , most investors now exceeding 50 million last quarter	After exceeding 50 million last quarter , most investors now realize the range will more than likely be met .	train
nflx00_eli_s10_c02	positive	['positive']	After exceeding 50 million last quarter , most investors now realize	After exceeding 50 million last quarter , most investors now realize the range will more than likely be met .	train
nflx00_eli_s11_c00	none	[]	We think the outer boundary	We think the outer boundary , however , i.e . , 90 million is more plausible than most investors believe .	train
nflx00_eli_s11_c01	none	[]	We think 90 million is more plausible than most investors believe	We think the outer boundary , however , i.e . , 90 million is more plausible than most investors believe .	train
nflx00_eli_s12_c00	none	[]	The pay-TV industry added 2.8 million new subscribers per year on average for 30 years before reaching full penetration 102 million subscribers , 87 % of homes .	The pay-TV industry added 2.8 million new subscribers per year on average for 30 years before reaching full penetration 102 million subscribers , 87 % of homes .	train
nflx00_eli_s13_c00	none	[]	The broadband industry is following a similar path , adding 3.0 million net new per year on average over the past eight years .	The broadband industry is following a similar path , adding 3.0 million net new per year on average over the past eight years .	train
nflx00_eli_s14_c00	none	[]	We also expect a lengthy period of two million to three million net new additions per year for Netflix at the top of its adoption curve .	We also expect a lengthy period of two million to three million net new additions per year for Netflix at the top of its adoption curve .	train
nflx00_eli_s15_c00	none	[]	It took 50 years for pay-TV to hit full penetration .	It took 50 years for pay-TV to hit full penetration .	train
nflx00_eli_s16_c00	positive	['positive', 'positive', 'positive']	The broadband industry quickly replacing dial-up Internet services	The broadband industry had a much faster ramp , quickly replacing dial-up Internet services .	train
nflx00_eli_s16_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	The broadband industry quickly had a much faster ramp	The broadband industry had a much faster ramp , quickly replacing dial-up Internet services .	train
nflx00_eli_s17_c00	none	[]	For the last eight years , the U.S broadband industry is now about 100 million subscribers , 80 % penetration of homes	For the last eight years , the U.S . broadband industry has been adding 3.0 million homes per year on average and is now about 100 million subscribers , 80 % penetration of homes .	train
nflx00_eli_s17_c01	none	[]	For the last eight years , the U.S broadband industry has been adding 3.0 million homes per year on average	For the last eight years , the U.S . broadband industry has been adding 3.0 million homes per year on average and is now about 100 million subscribers , 80 % penetration of homes .	train
nflx00_eli_s18_c00	none	[]	Netflix has about 50 million U.S . subscribers , about 50 % penetration of broadband homes and 40 % penetration of total homes .	Netflix has about 50 million U.S . subscribers , about 50 % penetration of broadband homes and 40 % penetration of total homes .	train
nflx00_eli_s19_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive']	International is much larger opportunity .	International is much larger opportunity .	train
nflx00_eli_s20_c00	none	[]	Excluding China , there are about 5.5 times as many pay-TV subscribers outside the U.S . as the current U.S . subscriber base .	Excluding China , there are about 5.5 times as many pay-TV subscribers outside the U.S . as the current U.S . subscriber base .	train
nflx00_eli_s21_c00	none	[]	For several years we have been reiterating our belief that Internet video subscriptions will one day exceed pay-TV subscriptions b	For several years , we have been reiterating our belief that Internet video subscriptions will one day exceed pay-TV subscriptions because it is drastically less expensive to deploy and operate .	train
nflx00_eli_s21_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive']	Internet video subscriptions will one day exceed pay-TV subscriptions because it is drastically less expensive to deploy an	For several years , we have been reiterating our belief that Internet video subscriptions will one day exceed pay-TV subscriptions because it is drastically less expensive to deploy and operate .	train
nflx00_eli_s22_c00	positive	['positive', 'positive', 'positive']	This drives a completely different and favorable elasticity curve .	This drives a completely different and favorable elasticity curve .	train
nflx00_eli_s23_c00	none	[]	The U.S ramp is important to investor views on the international opportunity as the umbrella	The U.S . ramp is important to investor views on the international opportunity as the umbrella under which the global opportunity will likely be evaluated .	train
nflx00_eli_s23_c01	none	[]	the global opportunity will likely be evaluated	The U.S . ramp is important to investor views on the international opportunity as the umbrella under which the global opportunity will likely be evaluated .	train
nflx01_eli_s00_c00	negative	['negative']	Netflix ' s stock is worth only about one-third of	Netflix ' s stock is worth only about one-third of where it trades today	train
nflx01_eli_s00_c01	none	[]	it trades today	Netflix ' s stock is worth only about one-third of where it trades today	train
nflx01_eli_s01_c00	negative	['negative', 'neutral']	In the past three weeks , Netflix has cancelled two of its original series ` ` Sense8 ' ' and ` ` The Get Down ' ' after canceling only five series from 2013 - 2017 .	In the past three weeks , Netflix has cancelled two of its original series ` ` Sense8 ' ' and ` ` The Get Down ' ' after canceling only five series from 2013 - 2017 .	train
nflx01_eli_s02_c00	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']	These cancellations come on the heels of executives ' comments about needing a better return on investment .	These cancellations come on the heels of executives ' comments about needing a better return on investment .	train
nflx01_eli_s03_c00	none	[]	it ' , we taken together	When taken together , it ' s clear Netflix is beginning to acknowledge the challenging economics of producing original content , just as we warned in April 2016 .	train
nflx01_eli_s03_c01	negative	['negative', 'negative']	Netflix is beginning to acknowledge the challenging economics of producing original content	When taken together , it ' s clear Netflix is beginning to acknowledge the challenging economics of producing original content , just as we warned in April 2016 .	train
nflx01_eli_s03_c02	none	[]	it ' , we s clear	When taken together , it ' s clear Netflix is beginning to acknowledge the challenging economics of producing original content , just as we warned in April 2016 .	train
nflx01_eli_s03_c03	none	[]	it ' , we warned in April 2016	When taken together , it ' s clear Netflix is beginning to acknowledge the challenging economics of producing original content , just as we warned in April 2016 .	train
nflx01_eli_s04_c00	negative	['negative', 'negative', 'negative', 'negative', 'negative']	 is very costly and very hit-or-miss	Creating successful original content is very costly and very hit-or-miss .	train
nflx01_eli_s04_c01	positive	['positive']	 Creating successful original content	Creating successful original content is very costly and very hit-or-miss .	train
nflx01_eli_s05_c00	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']	question the viabilit lix ' s business model and to send its shares to a more rational level , which is	The surfacing of this ugly truth could be a catalyst for more investors to question the viability of Netflix ' s business model and to send its shares to a more rational level , which is close to $ 50 according to our reverse discounted cash flow modeling scenarios and about one-third the level of where they trade today .	train
nflx01_eli_s05_c01	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']	The surfacing of this ugly truth could be a catalyst for more investors to question the viability of Netflix ' s business model	The surfacing of this ugly truth could be a catalyst for more investors to question the viability of Netflix ' s business model and to send its shares to a more rational level , which is close to $ 50 according to our reverse discounted cash flow modeling scenarios and about one-third the level of where they trade today .	train
nflx01_eli_s05_c02	negative	['negative', 'negative', 'negative']	hares to a more 	The surfacing of this ugly truth could be a catalyst for more investors to question the viability of Netflix ' s business model and to send its shares to a more rational level , which is close to $ 50 according to our reverse discounted cash flow modeling scenarios and about one-third the level of where they trade today .	train
nflx01_eli_s06_c00	negative	['negative', 'negative', 'negative', 'negative']	Apart from the two cancellations , Netflix ' s streaming content obligations continue to grow faster than revenue	Apart from the two cancellations , Netflix ' s streaming content obligations continue to grow faster than revenue .	train
nflx01_eli_s06_c01	negative	['negative', 'negative', 'negative']	Apart from the two cancellations , Netflix ' s streaming content obligations streaming content obligations	Apart from the two cancellations , Netflix ' s streaming content obligations continue to grow faster than revenue .	train
nflx01_eli_s07_c00	negative	['negative', 'negative', 'negative']	We first warned about Netflix ' s alarming streaming-content obligation growth in 2014 .	We first warned about Netflix ' s alarming streaming-content obligation growth in 2014 .	train
nflx01_eli_s08_c00	negative	['negative', 'negative', 'negative', 'negative']	Since then , the issue has only worsened	Since then , the issue has only worsened as free cash flow has fallen further .	train
nflx01_eli_s08_c01	negative	['negative', 'negative']	free cash flow has fallen further	Since then , the issue has only worsened as free cash flow has fallen further .	train
nflx01_eli_s09_c00	negative	['negative', 'negative']	Since 2010 , content obligations have grown 42 % compounded annually	Since 2010 , content obligations have grown 42 % compounded annually while revenue has grown 24 % compounded annually , per Figure 1 .	train
nflx01_eli_s09_c01	neutral	['neutral']	revenue has grown 24 % compounded annually , per Figure 1	Since 2010 , content obligations have grown 42 % compounded annually while revenue has grown 24 % compounded annually , per Figure 1 .	train
nflx01_eli_s10_c00	negative	['negative', 'negative', 'negative']	At the end of the first quarter of 2017 , content obligations have grown faster than revenue year over year in six of the past seven years	At the end of the first quarter of 2017 , content obligations totaled $ 15.3 billion and have grown faster than revenue year over year in six of the past seven years .	train
nflx01_eli_s10_c01	negative	['negative', 'negative']	At the end of the first quarter of 2017 , content obligations totaled $ 15.3 billion	At the end of the first quarter of 2017 , content obligations totaled $ 15.3 billion and have grown faster than revenue year over year in six of the past seven years .	train
nflx01_eli_s11_c00	none	[]	a big expensive show for a tiny audience is hard	Netflix Chief Content Officer Ted Sarandos recognized this issue when he stated ` ` a big expensive show for a tiny audience is hard , even in our model , to make that work very long . ' '	train
nflx01_eli_s11_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive']	Netflix Chief Content Officer Ted Sarandos ' ' recognized this issue ` ` , even in our model , to make that work very long	Netflix Chief Content Officer Ted Sarandos recognized this issue when he stated ` ` a big expensive show for a tiny audience is hard , even in our model , to make that work very long . ' '	train
nflx01_eli_s11_c02	none	[]	he stated	Netflix Chief Content Officer Ted Sarandos recognized this issue when he stated ` ` a big expensive show for a tiny audience is hard , even in our model , to make that work very long . ' '	train
nflx01_eli_s12_c00	negative	['negative']	its free cash flow grows more negative	As Netflix ' s content obligations increase , its free cash flow ( FCF ) only grows more negative .	train
nflx01_eli_s12_c01	negative	['negative', 'negative', 'negative']	Netflix ' s content obligations increase	As Netflix ' s content obligations increase , its free cash flow ( FCF ) only grows more negative .	train
nflx01_eli_s13_c00	neutral	['positive', 'negative']	Since 2010 the last year Netflix generated positive FCF d first year it be as burned th	Since 2010 , the last year Netflix generated positive FCF and first year it began increasing its content library , Netflix has burned through a cumulative $ 6.4 billion in cash , per Figure 2 .	train
nflx01_eli_s13_c01	none	[]	Since 2010 the last year ositive FCF and first year it began inc sing its content l	Since 2010 , the last year Netflix generated positive FCF and first year it began increasing its content library , Netflix has burned through a cumulative $ 6.4 billion in cash , per Figure 2 .	train
nflx01_eli_s13_c02	none	[]	sing its content l ve $ 6.4 bil	Since 2010 , the last year Netflix generated positive FCF and first year it began increasing its content library , Netflix has burned through a cumulative $ 6.4 billion in cash , per Figure 2 .	train
nflx01_eli_s14_c00	neutral	['negative', 'positive']	Netflix costs rapidly expanding its membership base	Netflix could certainly justify the massive content costs were it rapidly expanding its membership base .	train
nflx01_eli_s14_c01	negative	['negative', 'negative']	Netflix costs rapidly could certainly justify the massive content	Netflix could certainly justify the massive content costs were it rapidly expanding its membership base .	train
nflx01_eli_s14_c02	negative	['negative']	Netflix costs rapidly were it	Netflix could certainly justify the massive content costs were it rapidly expanding its membership base .	train
nflx01_eli_s15_c00	positive	['positive', 'positive']	that membership growth and subsequent revenue the of creating original content	One could argue that membership growth and subsequent revenue more than offsets the costs of creating original content .	train
nflx01_eli_s15_c01	none	[]	One could argue	One could argue that membership growth and subsequent revenue more than offsets the costs of creating original content .	train
nflx01_eli_s16_c00	negative	['negative']	However , Netflix ' s membership growth rates , both domestically and abroad , have been slowing for quite some time .	However , Netflix ' s membership growth rates , both domestically and abroad , have been slowing for quite some time .	train
nflx01_eli_s17_c00	negative	['negative']	Per Figure 3 , international members grew 39 % year over year in the first quarter of 2017 , down from 65 % in the first quarter of 2016 and 78 % in the first quarter of 2014 .	Per Figure 3 , international members grew 39 % year over year in the first quarter of 2017 , down from 65 % in the first quarter of 2016 and 78 % in the first quarter of 2014 .	train
nflx01_eli_s18_c00	negative	['negative']	Similarly , domestic members grew 8 % year over year in the first quarter of 2017 , down from 13 % in the first quarter of 2016 and 22 % in the first quarter of 2014 .	Similarly , domestic members grew 8 % year over year in the first quarter of 2017 , down from 13 % in the first quarter of 2016 and 22 % in the first quarter of 2014 .	train
nflx01_eli_s19_c00	negative	['negative', 'negative']	we first we focused on two competitors in the streaming video segment : Amazon Prime and Hulu	When we first placed Netflix in the Danger Zone in November 2013 , we focused on two competitors in the streaming video segment : Amazon Prime and Hulu .	train
nflx01_eli_s19_c01	negative	['negative', 'negative', 'negative', 'negative']	we first we placed Netflix in the Danger Zone in November 2013	When we first placed Netflix in the Danger Zone in November 2013 , we focused on two competitors in the streaming video segment : Amazon Prime and Hulu .	train
nflx01_eli_s20_c00	positive	['positive']	Since then , the streaming video market and has grown dramatically	Since then , the streaming video market has grown dramatically , and Netflix has lost much of its early-mover advantage , as we detailed in July 2016 .	train
