lex-uncased	negative	positive	uncertainty	litigious	constraining	interesting	modal
lost	1	0	0	0	0	0	0
lowest	0	0	0	0	0	0	1
loyal	0	1	0	0	0	0	0
lucrative	0	1	0	0	0	0	0
lying	1	0	0	0	0	0	0
majeure	0	0	0	1	0	0	0
malfeasance	1	0	0	0	0	0	0
malfunction	1	0	0	0	0	0	0
malfunctioned	1	0	0	0	0	0	0
malfunctioning	1	0	0	0	0	0	0
malfunctions	1	0	0	0	0	0	0
malice	1	0	0	0	0	0	0
malicious	1	0	0	0	0	0	0
maliciously	1	0	0	0	0	0	0
malignancies	0	0	0	0	0	1	0
malignant	0	0	0	0	0	1	0
malpractice	1	0	0	0	0	0	0
mandamus	0	0	0	1	0	0	0
mandate	0	0	0	0	1	0	0
mandated	0	0	0	0	1	0	0
mandates	0	0	0	0	1	0	0
mandating	0	0	0	0	1	0	0
mandatory	0	0	0	0	1	0	0
manditorily	0	0	0	0	1	0	0
manipulate	1	0	0	0	0	0	0
manipulated	1	0	0	0	0	0	0
manipulates	1	0	0	0	0	0	0
manipulating	1	0	0	0	0	0	0
manipulation	1	0	0	0	0	0	0
manipulations	1	0	0	0	0	0	0
manipulative	1	0	0	0	0	0	0
march	0	0	0	0	0	1	0
markdown	1	0	0	0	0	0	0
markdowns	1	0	0	0	0	0	0
may	0	0	1	0	0	0	1
maybe	0	0	1	0	0	0	1
mediate	0	0	0	1	0	0	0
mediated	0	0	0	1	0	0	0
mediates	0	0	0	1	0	0	0
mediating	0	0	0	1	0	0	0
mediation	0	0	0	1	0	0	0
mediations	0	0	0	1	0	0	0
mediator	0	0	0	1	0	0	0
mediators	0	0	0	1	0	0	0
meritorious	0	1	0	0	0	0	0
might	0	0	1	0	0	0	1
mighty	0	0	0	0	0	1	0
misapplication	1	0	0	0	0	0	0
misapplications	1	0	0	0	0	0	0
misapplied	1	0	0	0	0	0	0
misapplies	1	0	0	0	0	0	0
misapply	1	0	0	0	0	0	0
misapplying	1	0	0	0	0	0	0
misappropriate	1	0	0	0	0	0	0
misappropriated	1	0	0	0	0	0	0
misappropriates	1	0	0	0	0	0	0
misappropriating	1	0	0	0	0	0	0
misappropriation	1	0	0	0	0	0	0
misappropriations	1	0	0	0	0	0	0
misbranded	1	0	0	0	0	0	0
miscalculate	1	0	0	0	0	0	0
miscalculated	1	0	0	0	0	0	0
miscalculates	1	0	0	0	0	0	0
miscalculating	1	0	0	0	0	0	0
miscalculation	1	0	0	0	0	0	0
miscalculations	1	0	0	0	0	0	0
mischaracterization	1	0	0	0	0	0	0
mischief	1	0	0	0	0	0	0
misclassification	1	0	0	0	0	0	0
misclassifications	1	0	0	0	0	0	0
misclassified	1	0	0	0	0	0	0
misclassify	1	0	0	0	0	0	0
miscommunication	1	0	0	0	0	0	0
misconduct	1	0	0	0	0	0	0
misdated	1	0	0	0	0	0	0
misdemeanor	1	0	0	1	0	0	0
misdemeanors	1	0	0	0	0	0	0
misdirected	1	0	0	0	0	0	0
misfeasance	0	0	0	1	0	0	0
mishandle	1	0	0	0	0	0	0
mishandled	1	0	0	0	0	0	0
mishandles	1	0	0	0	0	0	0
mishandling	1	0	0	0	0	0	0
misinform	1	0	0	0	0	0	0
misinformation	1	0	0	0	0	0	0
misinformed	1	0	0	0	0	0	0
misinforming	1	0	0	0	0	0	0
misinforms	1	0	0	0	0	0	0
misinterpret	1	0	0	0	0	0	0
misinterpretation	1	0	0	0	0	0	0
misinterpretations	1	0	0	0	0	0	0
misinterpreted	1	0	0	0	0	0	0
misinterpreting	1	0	0	0	0	0	0
misinterprets	1	0	0	0	0	0	0
misjudge	1	0	0	0	0	0	0
misjudged	1	0	0	0	0	0	0
misjudges	1	0	0	0	0	0	0
misjudging	1	0	0	0	0	0	0
misjudgment	1	0	0	0	0	0	0
misjudgments	1	0	0	0	0	0	0
mislabel	1	0	0	0	0	0	0
mislabeled	1	0	0	0	0	0	0
mislabeling	1	0	0	0	0	0	0
mislabelled	1	0	0	0	0	0	0
mislabels	1	0	0	0	0	0	0
mislead	1	0	0	0	0	0	0
misleading	1	0	0	0	0	0	0
misleadingly	1	0	0	0	0	0	0
misleads	1	0	0	0	0	0	0
misled	1	0	0	0	0	0	0
mismanage	1	0	0	0	0	0	0
mismanaged	1	0	0	0	0	0	0
mismanagement	1	0	0	0	0	0	0
mismanages	1	0	0	0	0	0	0
mismanaging	1	0	0	0	0	0	0
mismatch	1	0	0	0	0	0	0
mismatched	1	0	0	0	0	0	0
mismatches	1	0	0	0	0	0	0
mismatching	1	0	0	0	0	0	0
misplaced	1	0	0	0	0	0	0
misprice	1	0	0	0	0	0	0
mispricing	1	0	0	0	0	0	0
mispricings	1	0	0	0	0	0	0
misrepresent	1	0	0	0	0	0	0
misrepresentation	1	0	0	0	0	0	0
misrepresentations	1	0	0	0	0	0	0
misrepresented	1	0	0	0	0	0	0
misrepresenting	1	0	0	0	0	0	0
misrepresents	1	0	0	0	0	0	0
miss	1	0	0	0	0	0	0
missed	1	0	0	0	0	0	0
misses	1	0	0	0	0	0	0
misstate	1	0	0	0	0	0	0
misstated	1	0	0	0	0	0	0
misstatement	1	0	0	0	0	0	0
misstatements	1	0	0	0	0	0	0
misstates	1	0	0	0	0	0	0
misstating	1	0	0	0	0	0	0
misstep	1	0	0	0	0	0	0
missteps	1	0	0	0	0	0	0
mistake	1	0	0	0	0	0	0
mistaken	1	0	0	0	0	0	0
mistakenly	1	0	0	0	0	0	0
mistakes	1	0	0	0	0	0	0
mistaking	1	0	0	0	0	0	0
mistrial	1	0	0	1	0	0	0
mistrials	1	0	0	1	0	0	0
misunderstand	1	0	0	0	0	0	0
misunderstanding	1	0	0	0	0	0	0
misunderstandings	1	0	0	0	0	0	0
misunderstood	1	0	0	0	0	0	0
misuse	1	0	0	0	0	0	0
misused	1	0	0	0	0	0	0
misuses	1	0	0	0	0	0	0
misusing	1	0	0	0	0	0	0
monopolistic	1	0	0	0	0	0	0
monopolists	1	0	0	0	0	0	0
monopolization	1	0	0	0	0	0	0
monopolize	1	0	0	0	0	0	0
monopolized	1	0	0	0	0	0	0
monopolizes	1	0	0	0	0	0	0
monopolizing	1	0	0	0	0	0	0
monopoly	1	0	0	0	0	0	0
moratoria	1	0	0	0	0	0	0
moratorium	1	0	0	0	0	0	0
moratoriums	1	0	0	0	0	0	0
moreover	0	0	0	1	0	0	0
mortgagee	0	0	0	0	0	1	0
mothballed	1	0	0	0	0	0	0
mothballing	1	0	0	0	0	0	0
motions	0	0	0	1	0	0	0
must	0	0	0	0	0	0	1
mutandis	0	0	0	1	0	0	0
nearly	0	0	1	0	0	0	1
necessitate	0	0	0	0	1	0	0
necessitated	0	0	0	0	1	0	0
necessitates	0	0	0	0	1	0	0
necessitating	0	0	0	0	1	0	0
negative	1	0	0	0	0	0	0
negatively	1	0	0	0	0	0	0
negatives	1	0	0	0	0	0	0
neglect	1	0	0	0	0	0	0
neglected	1	0	0	0	0	0	0
neglectful	1	0	0	0	0	0	0
neglecting	1	0	0	0	0	0	0
neglects	1	0	0	0	0	0	0
negligence	1	0	0	0	0	0	0
negligences	1	0	0	0	0	0	0
negligent	1	0	0	0	0	0	0
negligently	1	0	0	0	0	0	0
never	0	0	0	0	0	0	1
nolo	0	0	0	1	0	0	0
nonappealable	0	0	0	1	0	0	0
nonassessable	0	0	1	0	0	0	0
nonattainment	1	0	0	0	0	0	0
nonbreaching	0	0	0	1	0	0	0
noncancelable	0	0	0	0	1	0	0
noncancellable	0	0	0	0	1	0	0
noncompetitive	1	0	0	0	0	0	0
noncompliance	1	0	0	0	0	0	0
noncompliances	1	0	0	0	0	0	0
noncompliant	1	0	0	0	0	0	0
noncomplying	1	0	0	0	0	0	0
nonconforming	1	0	0	0	0	0	0
nonconformities	1	0	0	0	0	0	0
nonconformity	1	0	0	0	0	0	0
noncontingent	0	0	0	1	0	0	0
noncontract	0	0	0	1	0	0	0
noncontractual	0	0	0	1	0	0	0
noncontributory	0	0	0	1	0	0	0
nondisclosure	1	0	0	0	0	0	0
nonfeasance	0	0	0	1	0	0	0
nonfiduciary	0	0	0	1	0	0	0
nonforfeitability	0	0	0	1	0	0	0
nonforfeitable	0	0	0	1	0	0	0
nonforfeiture	0	0	0	1	0	0	0
nonfunctional	1	0	0	0	0	0	0
nonguarantor	0	0	0	1	0	0	0
noninfringement	0	0	0	1	0	0	0
noninfringing	0	0	0	1	0	0	0
nonjudicial	0	0	0	1	0	0	0
nonjudicially	0	0	0	1	0	0	0
nonjurisdictional	0	0	0	1	0	0	0
nonpayment	1	0	0	0	0	0	0
nonpayments	1	0	0	0	0	0	0
nonperformance	1	0	0	0	0	0	0
nonperformances	1	0	0	0	0	0	0
nonperforming	1	0	0	0	0	0	0
nonproducing	1	0	0	0	0	0	0
nonproductive	1	0	0	0	0	0	0
nonrecoverable	1	0	0	0	0	0	0
nonrenewal	1	0	0	0	0	0	0
nonseverable	0	0	0	1	0	0	0
nonterminable	0	0	0	1	0	0	0
nonusurious	0	0	0	1	0	0	0
notarial	0	0	0	1	0	0	0
notaries	0	0	0	1	0	0	0
notarization	0	0	0	1	0	0	0
notarizations	0	0	0	1	0	0	0
notarize	0	0	0	1	0	0	0
notarized	0	0	0	1	0	0	0
notarizing	0	0	0	1	0	0	0
notary	0	0	0	1	0	0	0
notwithstanding	0	0	0	1	0	0	0
novo	0	0	0	1	0	0	0
nuisance	1	0	0	0	0	0	0
nuisances	1	0	0	0	0	0	0
nullification	1	0	0	1	0	0	0
nullifications	1	0	0	1	0	0	0
nullified	1	0	0	1	0	0	0
nullifies	1	0	0	1	0	0	0
nullify	1	0	0	1	0	0	0
nullifying	1	0	0	1	0	0	0
nullities	0	0	0	1	0	0	0
nullity	0	0	0	1	0	0	0
objected	1	0	0	0	0	0	0
objecting	1	0	0	0	0	0	0
objection	1	0	0	0	0	0	0
objectionable	1	0	0	0	0	0	0
objectionably	1	0	0	0	0	0	0
objections	1	0	0	0	0	0	0
obligate	0	0	0	0	1	0	0
obligated	0	0	0	0	1	0	0
obligates	0	0	0	0	1	0	0
obligating	0	0	0	0	1	0	0
obligation	0	0	0	0	1	0	0
obligations	0	0	0	0	1	0	0
obligatory	0	0	0	0	1	0	0
oblige	0	0	0	0	1	0	0
obliged	0	0	0	0	1	0	0
obligee	0	0	0	1	0	0	0
obligees	0	0	0	1	0	0	0
obliges	0	0	0	0	1	0	0
obligor	0	0	0	1	0	0	0
obligors	0	0	0	1	0	0	0
obscene	1	0	0	0	0	0	0
obscenity	1	0	0	0	0	0	0
obsolescence	1	0	0	0	0	0	0
obsolete	1	0	0	0	0	0	0
obstacle	1	0	0	0	0	0	0
obstacles	1	0	0	0	0	0	0
obstruct	1	0	0	0	0	0	0
obstructed	1	0	0	0	0	0	0
obstructing	1	0	0	0	0	0	0
obstruction	1	0	0	0	0	0	0
obstructions	1	0	0	0	0	0	0
occasionally	0	0	1	0	0	0	1
offence	1	0	0	0	0	0	0
offences	1	0	0	0	0	0	0
offend	1	0	0	0	0	0	0
offended	1	0	0	0	0	0	0
offender	1	0	0	0	0	0	0
offenders	1	0	0	0	0	0	0
offending	1	0	0	0	0	0	0
offends	1	0	0	0	0	0	0
offense	0	0	0	1	0	0	0
offeree	0	0	0	1	0	0	0
offerees	0	0	0	1	0	0	0
offeror	0	0	0	1	0	0	0
offerors	0	0	0	1	0	0	0
often	0	0	0	0	0	0	1
oink	0	0	0	0	0	1	0
omission	1	0	0	0	0	0	0
omissions	1	0	0	0	0	0	0
omit	1	0	0	0	0	0	0
omits	1	0	0	0	0	0	0
omitted	1	0	0	0	0	0	0
omitting	1	0	0	0	0	0	0
onerous	1	0	0	0	0	0	0
opportunistic	1	0	0	0	0	0	0
opportunistically	1	0	0	0	0	0	0
opportunities	0	1	0	0	0	0	0
opportunity	0	1	0	0	0	0	0
oppose	1	0	0	0	0	0	0
opposed	1	0	0	0	0	0	0
opposes	1	0	0	0	0	0	0
opposing	1	0	0	0	0	0	0
opposition	1	0	0	0	0	0	0
oppositions	1	0	0	0	0	0	0
optimistic	0	1	0	0	0	0	0
optionee	0	0	0	1	0	0	0
optionees	0	0	0	1	0	0	0
ordinarily	0	0	1	0	0	0	0
ought	0	0	0	0	0	0	1
outage	1	0	0	0	0	0	0
outages	1	0	0	0	0	0	0
outdated	1	0	0	0	0	0	0
outmoded	1	0	0	0	0	0	0
outperform	0	1	0	0	0	0	0
outperformed	0	1	0	0	0	0	0
outperforming	0	1	0	0	0	0	0
outperforms	0	1	0	0	0	0	0
overage	1	0	0	0	0	0	0
overages	1	0	0	0	0	0	0
overbuild	1	0	0	0	0	0	0
overbuilding	1	0	0	0	0	0	0
overbuilds	1	0	0	0	0	0	0
overbuilt	1	0	0	0	0	0	0
overburden	1	0	0	0	0	0	0
overburdened	1	0	0	0	0	0	0
overburdening	1	0	0	0	0	0	0
overcapacities	1	0	0	0	0	0	0
overcapacity	1	0	0	0	0	0	0
overcharge	1	0	0	0	0	0	0
overcharged	1	0	0	0	0	0	0
overcharges	1	0	0	0	0	0	0
overcharging	1	0	0	0	0	0	0
overcome	1	0	0	0	0	0	0
overcomes	1	0	0	0	0	0	0
overcoming	1	0	0	0	0	0	0
overdue	1	0	0	0	0	0	0
overestimate	1	0	0	0	0	0	0
overestimated	1	0	0	0	0	0	0
overestimates	1	0	0	0	0	0	0
overestimating	1	0	0	0	0	0	0
overestimation	1	0	0	0	0	0	0
overestimations	1	0	0	0	0	0	0
overload	1	0	0	0	0	0	0
overloaded	1	0	0	0	0	0	0
overloading	1	0	0	0	0	0	0
overloads	1	0	0	0	0	0	0
overlook	1	0	0	0	0	0	0
overlooked	1	0	0	0	0	0	0
overlooking	1	0	0	0	0	0	0
overlooks	1	0	0	0	0	0	0
overpaid	1	0	0	0	0	0	0
overpayment	1	0	0	0	0	0	0
overpayments	1	0	0	0	0	0	0
overproduced	1	0	0	0	0	0	0
overproduces	1	0	0	0	0	0	0
overproducing	1	0	0	0	0	0	0
overproduction	1	0	0	0	0	0	0
overrule	0	0	0	1	0	0	0
overruled	0	0	0	1	0	0	0
overrules	0	0	0	1	0	0	0
overruling	0	0	0	1	0	0	0
overrun	1	0	0	0	0	0	0
overrunning	1	0	0	0	0	0	0
overruns	1	0	0	0	0	0	0
overshadow	1	0	0	0	0	0	0
overshadowed	1	0	0	0	0	0	0
overshadowing	1	0	0	0	0	0	0
overshadows	1	0	0	0	0	0	0
overstate	1	0	0	0	0	0	0
overstated	1	0	0	0	0	0	0
overstatement	1	0	0	0	0	0	0
overstatements	1	0	0	0	0	0	0
overstates	1	0	0	0	0	0	0
overstating	1	0	0	0	0	0	0
oversupplied	1	0	0	0	0	0	0
oversupplies	1	0	0	0	0	0	0
oversupply	1	0	0	0	0	0	0
oversupplying	1	0	0	0	0	0	0
overtly	1	0	0	0	0	0	0
overturn	1	0	0	0	0	0	0
overturned	1	0	0	0	0	0	0
overturning	1	0	0	0	0	0	0
overturns	1	0	0	0	0	0	0
overvalue	1	0	0	0	0	0	0
overvalued	1	0	0	0	0	0	0
overvaluing	1	0	0	0	0	0	0
panic	1	0	0	0	0	0	0
panics	1	0	0	0	0	0	0
para	0	0	0	1	0	0	0
pari	0	0	0	1	0	0	0
passu	0	0	0	1	0	0	0
patentee	0	0	0	1	0	0	0
pecuniarily	0	0	0	1	0	0	0
penalize	1	0	0	0	0	0	0
penalized	1	0	0	0	0	0	0
penalizes	1	0	0	0	0	0	0
penalizing	1	0	0	0	0	0	0
penalties	1	0	0	0	0	0	0
penalty	1	0	0	0	0	0	0
pending	0	0	1	0	0	0	0
perfect	0	1	0	0	0	0	0
perfected	0	1	0	0	0	0	0
perfectly	0	1	0	0	0	0	0
perfects	0	1	0	0	0	0	0
perhaps	0	0	1	0	0	0	1
peril	1	0	0	0	0	0	0
perils	1	0	0	0	0	0	0
perjury	1	0	0	1	0	0	0
permissible	0	0	0	0	1	0	0
permission	0	0	0	0	1	0	0
permissions	0	0	0	0	1	0	0
permitted	0	0	0	0	1	0	0
permittee	0	0	0	1	0	0	0
permittees	0	0	0	1	0	0	0
permitting	0	0	0	0	1	0	0
perpetrate	1	0	0	1	0	0	0
perpetrated	1	0	0	1	0	0	0
perpetrates	1	0	0	1	0	0	0
perpetrating	1	0	0	1	0	0	0
perpetration	1	0	0	1	0	0	0
persist	1	0	0	0	0	0	0
persisted	1	0	0	0	0	0	0
persistence	1	0	0	0	0	0	0
persistent	1	0	0	0	0	0	0
persistently	1	0	0	0	0	0	0
persisting	1	0	0	0	0	0	0
persists	1	0	0	0	0	0	0
personam	0	0	0	1	0	0	0
pervasive	1	0	0	0	0	0	0
pervasively	1	0	0	0	0	0	0
pervasiveness	1	0	0	0	0	0	0
petition	0	0	0	1	0	0	0
petitioned	0	0	0	1	0	0	0
petitioner	0	0	0	1	0	0	0
petitioners	0	0	0	1	0	0	0
petitioning	0	0	0	1	0	0	0
petitions	0	0	0	1	0	0	0
petty	1	0	0	0	0	0	0
picket	1	0	0	0	0	0	0
picketed	1	0	0	0	0	0	0
picketing	1	0	0	0	0	0	0
piracy	0	0	0	0	0	1	0
plaintiff	1	0	0	1	0	0	0
plaintiffs	1	0	0	1	0	0	0
plea	1	0	0	0	0	0	0
plead	1	0	0	0	0	0	0
pleaded	1	0	0	0	0	0	0
pleading	1	0	0	1	0	0	0
pleadings	1	0	0	1	0	0	0
pleads	1	0	0	1	0	0	0
pleas	1	0	0	1	0	0	0
pleasant	0	1	0	0	0	0	0
pleasantly	0	1	0	0	0	0	0
pleased	0	1	0	0	0	0	0
pleasure	0	1	0	0	0	0	0
pled	1	0	0	0	0	0	0
pledge	0	0	0	0	1	0	0
pledged	0	0	0	0	1	0	0
pledgee	0	0	0	1	0	0	0
pledgees	0	0	0	1	0	0	0
pledges	0	0	0	0	1	0	0
pledging	0	0	0	0	1	0	0
pledgor	0	0	0	1	0	0	0
pledgors	0	0	0	1	0	0	0
plentiful	0	1	0	0	0	0	0
poor	1	0	0	0	0	0	0
poorly	1	0	0	0	0	0	0
popular	0	1	0	0	0	0	0
popularity	0	1	0	0	0	0	0
poses	1	0	0	0	0	0	0
posing	1	0	0	0	0	0	0
positive	0	1	0	0	0	0	0
positively	0	1	0	0	0	0	0
possessory	0	0	0	1	0	0	0
possibilities	0	0	1	0	0	0	0
possibility	0	0	1	0	0	0	0
possible	0	0	1	0	0	0	1
possibly	0	0	1	0	0	0	1
postclosing	0	0	0	1	0	0	0
postclosure	0	0	0	1	0	0	0
postcontract	0	0	0	1	0	0	0
postjudgment	0	0	0	1	0	0	0
postpone	1	0	0	0	0	0	0
postponed	1	0	0	0	0	0	0
postponement	1	0	0	0	0	0	0
postponements	1	0	0	0	0	0	0
postpones	1	0	0	0	0	0	0
postponing	1	0	0	0	0	0	0
preamendment	0	0	0	1	0	0	0
precaution	0	0	1	0	0	0	0
precautionary	0	0	1	0	0	0	0
precautions	0	0	1	0	0	0	0
precipitated	1	0	0	0	0	0	0
precipitous	1	0	0	0	0	0	0
precipitously	1	0	0	0	0	0	0
preclude	1	0	0	0	1	0	0
precluded	1	0	0	0	1	0	0
precludes	1	0	0	0	1	0	0
precluding	1	0	0	0	1	0	0
precondition	0	0	0	0	1	0	0
preconditions	0	0	0	0	1	0	0
predatory	1	0	0	0	0	0	0
predecease	0	0	0	1	0	0	0
predeceased	0	0	0	1	0	0	0
predeceases	0	0	0	1	0	0	0
predeceasing	0	0	0	1	0	0	0
predict	0	0	1	0	0	0	0
predictability	0	0	1	0	0	0	0
predicted	0	0	1	0	0	0	0
predicting	0	0	1	0	0	0	0
prediction	0	0	1	0	0	0	0
predictions	0	0	1	0	0	0	0
predictive	0	0	1	0	0	0	0
predictor	0	0	1	0	0	0	0
predictors	0	0	1	0	0	0	0
predicts	0	0	1	0	0	0	0
preeminence	0	1	0	0	0	0	0
preeminent	0	1	0	0	0	0	0
prehearing	0	0	0	1	0	0	0
prejudice	1	0	0	1	0	0	0
prejudiced	1	0	0	1	0	0	0
prejudices	1	0	0	1	0	0	0
prejudicial	1	0	0	1	0	0	0
prejudicing	1	0	0	1	0	0	0
preliminarily	0	0	1	0	0	0	0
preliminary	0	0	1	0	0	0	0
premature	1	0	0	0	0	0	0
prematurely	1	0	0	0	0	0	0
premier	0	1	0	0	0	0	0
premiere	0	1	0	0	0	0	0
prepetition	0	0	0	1	0	0	0
preset	0	0	0	0	1	0	0
pressing	1	0	0	0	0	0	0
prestige	0	1	0	0	0	0	0
prestigious	0	1	0	0	0	0	0
presumably	0	0	1	0	0	0	0
presume	0	0	1	0	0	0	0
presumed	0	0	1	0	0	0	0
presumes	0	0	1	0	0	0	0
presuming	0	0	1	0	0	0	0
presumption	0	0	1	0	0	0	0
presumptions	0	0	1	0	0	0	0
presumptively	0	0	0	1	0	0	0
pretrial	1	0	0	1	0	0	0
prevent	0	0	0	0	1	0	0
prevented	0	0	0	0	1	0	0
preventing	1	0	0	0	1	0	0
prevention	1	0	0	0	0	0	0
prevents	1	0	0	0	1	0	0
prima	0	0	0	1	0	0	0
privity	0	0	0	1	0	0	0
proactive	0	1	0	0	0	0	0
proactively	0	1	0	0	0	0	0
probabilistic	0	0	1	0	0	0	0
probabilities	0	0	1	0	0	0	0
probability	0	0	1	0	0	0	0
probable	0	0	1	0	0	0	1
probably	0	0	1	0	0	0	1
probate	0	0	0	1	0	0	0
probated	0	0	0	1	0	0	0
probates	0	0	0	1	0	0	0
probating	0	0	0	1	0	0	0
probation	0	0	0	1	0	0	0
probational	0	0	0	1	0	0	0
probationary	0	0	0	1	0	0	0
probationer	0	0	0	1	0	0	0
probationers	0	0	0	1	0	0	0
probations	0	0	0	1	0	0	0
problem	1	0	0	0	0	0	0
problematic	1	0	0	0	0	0	0
problematical	1	0	0	0	0	0	0
problems	1	0	0	0	0	0	0
proficiency	0	1	0	0	0	0	0
proficient	0	1	0	0	0	0	0
proficiently	0	1	0	0	0	0	0
profitability	0	1	0	0	0	0	0
profitable	0	1	0	0	0	0	0
profitably	0	1	0	0	0	0	0
progress	0	1	0	0	0	0	0
progressed	0	1	0	0	0	0	0
progresses	0	1	0	0	0	0	0
progressing	0	1	0	0	0	0	0
prohibit	0	0	0	0	1	0	0
prohibited	0	0	0	0	1	0	0
prohibiting	0	0	0	0	1	0	0
prohibition	0	0	0	0	1	0	0
prohibitions	0	0	0	0	1	0	0
prohibitive	0	0	0	0	1	0	0
prohibitively	0	0	0	0	1	0	0
prohibitory	0	0	0	0	1	0	0
prohibits	0	0	0	0	1	0	0
prolong	1	0	0	0	0	0	0
prolongation	1	0	0	0	0	0	0
prolongations	1	0	0	0	0	0	0
prolonged	1	0	0	0	0	0	0
prolonging	1	0	0	0	0	0	0
prolongs	1	0	0	0	0	0	0
promulgate	0	0	0	1	0	0	0
promulgated	0	0	0	1	0	0	0
promulgates	0	0	0	1	0	0	0
promulgating	0	0	0	1	0	0	0
promulgation	0	0	0	1	0	0	0
promulgations	0	0	0	1	0	0	0
promulgator	0	0	0	1	0	0	0
promulgators	0	0	0	1	0	0	0
prone	1	0	0	0	0	0	0
prorata	0	0	0	1	0	0	0
proration	0	0	0	1	0	0	0
prosecute	1	0	0	1	0	0	0
prosecuted	1	0	0	1	0	0	0
prosecutes	1	0	0	1	0	0	0
prosecuting	1	0	0	1	0	0	0
prosecution	1	0	0	1	0	0	0
prosecutions	1	0	0	1	0	0	0
prosecutor	0	0	0	1	0	0	0
prosecutorial	0	0	0	1	0	0	0
prosecutors	0	0	0	1	0	0	0
prospered	0	1	0	0	0	0	0
prospering	0	1	0	0	0	0	0
prosperity	0	1	0	0	0	0	0
prosperous	0	1	0	0	0	0	0
prospers	0	1	0	0	0	0	0
protest	1	0	0	0	0	0	0
protested	1	0	0	0	0	0	0
protester	1	0	0	0	0	0	0
protesters	1	0	0	0	0	0	0
protesting	1	0	0	0	0	0	0
protestor	1	0	0	0	0	0	0
protestors	1	0	0	0	0	0	0
protests	1	0	0	0	0	0	0
protracted	1	0	0	0	0	0	0
protraction	1	0	0	0	0	0	0
proviso	0	0	0	1	0	0	0
provisoes	0	0	0	1	0	0	0
provisos	0	0	0	1	0	0	0
provoke	1	0	0	0	0	0	0
provoked	1	0	0	0	0	0	0
provokes	1	0	0	0	0	0	0
provoking	1	0	0	0	0	0	0
punishable	0	0	0	1	0	0	0
punished	1	0	0	0	0	0	0
punishes	1	0	0	0	0	0	0
punishing	1	0	0	0	0	0	0
punishment	1	0	0	0	0	0	0
punishments	1	0	0	0	0	0	0
punitive	1	0	0	0	0	0	0
purport	1	0	0	0	0	0	0
purported	1	0	0	0	0	0	0
purportedly	1	0	0	0	0	0	0
purporting	1	0	0	0	0	0	0
purports	1	0	0	0	0	0	0
question	1	0	0	0	0	0	0
questionable	1	0	0	0	0	0	0
questionably	1	0	0	0	0	0	0
questioned	1	0	0	0	0	0	0
questioning	1	0	0	0	0	0	0
questions	1	0	0	0	0	0	0
quit	1	0	0	0	0	0	0
quitclaim	0	0	0	1	0	0	0
quitclaims	0	0	0	1	0	0	0
quitting	1	0	0	0	0	0	0
rabbi	0	0	0	0	0	1	0
racketeer	1	0	0	0	0	0	0
racketeering	1	0	0	0	0	0	0
random	0	0	1	0	0	0	0
randomize	0	0	1	0	0	0	0
randomized	0	0	1	0	0	0	0
randomizes	0	0	1	0	0	0	0
randomizing	0	0	1	0	0	0	0
randomly	0	0	1	0	0	0	0
randomness	0	0	1	0	0	0	0
rarely	0	0	0	0	0	0	1
rata	0	0	0	1	0	0	0
ratable	0	0	0	1	0	0	0
ratably	0	0	0	1	0	0	0
rationalization	1	0	0	0	0	0	0
rationalizations	1	0	0	0	0	0	0
rationalize	1	0	0	0	0	0	0
rationalized	1	0	0	0	0	0	0
rationalizes	1	0	0	0	0	0	0
rationalizing	1	0	0	0	0	0	0
reargument	0	0	0	1	0	0	0
reassess	0	0	1	0	0	0	0
reassessed	0	0	1	0	0	0	0
reassesses	0	0	1	0	0	0	0
reassessing	0	0	1	0	0	0	0
reassessment	1	0	1	0	0	0	0
reassessments	1	0	1	0	0	0	0
reassign	1	0	0	0	0	0	0
reassigned	1	0	0	0	0	0	0
reassigning	1	0	0	0	0	0	0
reassignment	1	0	0	0	0	0	0
reassignments	1	0	0	0	0	0	0
reassigns	1	0	0	0	0	0	0
rebound	0	1	0	0	0	0	0
rebounded	0	1	0	0	0	0	0
rebounding	0	1	0	0	0	0	0
rebut	0	0	0	1	0	0	0
rebuts	0	0	0	1	0	0	0
rebuttable	0	0	0	1	0	0	0
rebuttably	0	0	0	1	0	0	0
rebuttal	0	0	0	1	0	0	0
rebuttals	0	0	0	1	0	0	0
rebutted	0	0	0	1	0	0	0
rebutting	0	0	0	1	0	0	0
recalculate	0	0	1	0	0	0	0
recalculated	0	0	1	0	0	0	0
recalculates	0	0	1	0	0	0	0
recalculating	0	0	1	0	0	0	0
recalculation	0	0	1	0	0	0	0
recalculations	0	0	1	0	0	0	0
recall	1	0	0	0	0	0	0
recalled	1	0	0	0	0	0	0
recalling	1	0	0	0	0	0	0
recalls	1	0	0	0	0	0	0
receptive	0	1	0	0	0	0	0
recession	1	0	0	0	0	0	0
recessionary	1	0	0	0	0	0	0
recessions	1	0	0	0	0	0	0
reckless	1	0	0	0	0	0	0
recklessly	1	0	0	0	0	0	0
recklessness	1	0	0	0	0	0	0
reconsider	0	0	1	0	0	0	0
reconsidered	0	0	1	0	0	0	0
reconsidering	0	0	1	0	0	0	0
reconsiders	0	0	1	0	0	0	0
recordation	0	0	0	1	0	0	0
recoupable	0	0	0	1	0	0	0
recoupment	0	0	0	1	0	0	0
recoupments	0	0	0	1	0	0	0
recourse	0	0	0	1	0	0	0
recourses	0	0	0	1	0	0	0
rectification	0	0	0	1	0	0	0
rectifications	0	0	0	1	0	0	0
